gene_symbol,n_samples,n_events,n_samples_tumor,n_samples_normal,n_as_gene1,n_as_gene2,n_high_confidence,n_medium_confidence,n_low_confidence,n_inframe,n_outofframe,n_frame_unknown,n_intergenic_flank,sites_observed,types_observed,max_split_reads_total,max_discordant_mates,median_coverage,samples,recurrence_tier,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
IFI6,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.223039836,0.748027721,-0.529063845,0.242578878,0.789632349,0.097283862,-0.665737498,0.045444035,background
IFIT1,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through/5'-5',0,0,1,SRR6939951.arriba,tumor_exclusive,-0.60709304100000006,0.137975603,0.410999744,0.264513612,-0.909101835,0.021396565,0.885410838,0.011314314,translation
IFIT3,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,0,SRR6939939.arriba,tumor_exclusive,-0.611906489,0.13015807,0.34600948,0.372928872,-0.836378053,0.032310214,0.84734112,0.020565821,translation
IK,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,1,SRR6939960.arriba,tumor_exclusive,0.106179702,0.712950643,0.325481781,0.193584151,0.045068072,0.888794335,0.296613867,0.219207143,background
IKBIP,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939956.arriba,tumor_exclusive,0.465093775,0.308128626,1.239875637,0.017457723,-0.056450697,0.9281991,0.955058466,0.042060358,background
IL1RN,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939964.arriba,tumor_exclusive,-0.409067468,0.568754161,-0.390802652,0.518007357,-0.028642001,0.950454649,-0.032757665,0.926109973,background
IMMP1L,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939964.arriba,tumor_exclusive,0.634628307,0.258661007,0.204217356,0.76815518,0.516023776,0.212636473,-0.465402638,0.299514856,translation
IMMT,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.015153284,0.963230241,0.315266444,0.221228765,-0.071169225,0.840264714,0.310665406,0.209518448,buffering
IMP4,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',0,0,1,SRR6939927.arriba,tumor_exclusive,0.12114646,0.742187702,0.286355758,0.26123915,-0.121323563,0.738042518,0.237019584,0.301939699,background
IMPA1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,0.899211018,0.091959495,0.325973926,0.411475476,0.832365585,0.151101156,0.207030124,0.635908874,translation
IMPACT,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939935.arriba,tumor_exclusive,0.050438792,0.909672231,0.716316866,0.029349181,-0.018927205,0.974626217,0.712767842,0.03215437,buffering
IPO13,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939951.arriba,tumor_exclusive,0.377013888,0.325149989,0.010775329,0.968718906,0.375686151,0.347528236,-0.007572386,0.982300992,background
IRAK1,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,9,SRR6939956.arriba,tumor_exclusive,1.1911035,0.05852492,0.467176693,0.172839241,1.200926154,0.095652452,0.474718033,0.198531646,translation
ITGAV,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939939.arriba,tumor_exclusive,0.45866567,0.364197135,0.765496373,0.056596059,-0.219570155,0.63774868,0.490755297,0.117800757,background
ITPRIP,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation/3'-3',0,0,1,SRR6939960.arriba,tumor_exclusive,-1.064770609,0.082726692,-1.462831151,9.84275e-4,0.890565978,0.222509091,-1.097186862,0.003885696,abundance
KHSRP,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939951.arriba,tumor_exclusive,0.443722073,0.271985688,-0.170886718,0.556105272,0.563986994,0.158155484,-0.309719407,0.254028325,translation
KIF20B,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939943.arriba,tumor_exclusive,1.328208254,0.01796682,1.75621241,0.00108236,0.137763683,0.863143025,1.114687102,0.020031115,abundance
KRR1,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,1,0,0,SRR6939960.arriba,tumor_exclusive,-0.021789852,0.952975216,0.350374368,0.18705498,0.066697997,0.861700429,0.345813587,0.179260668,buffering
LAMTOR1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,0.655962995,0.118904915,0.063897883,0.873552487,0.642536766,0.145514147,-0.066404148,0.883897418,translation
LAP3,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,4,SRR6939943.arriba,tumor_exclusive,-1.102575303,0.01650518,-0.228042208,0.525898308,-0.901103557,0.016541844,0.639649851,0.047953181,translation
LGALS3,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion,1,0,0,SRR6939935.arriba,tumor_exclusive,0.780538292,0.398913526,0.62548897,0.32794024,0.010755186,0.984509374,0.064420033,0.844795488,background
LGALSL,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,translocation,0,0,0,SRR6939956.arriba,tumor_exclusive,0.957382146,0.063774085,0.461960612,0.266009335,0.699815478,0.158767899,0.01008344,0.984616095,translation
LIG4,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,-0.61612021,0.047186795,0.1659793,0.724820443,-0.617004487,0.057479242,0.185206601,0.732963362,translation
LONRF1,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939956.arriba,tumor_exclusive,-1.050903708,0.081000891,-1.111562366,0.001670049,0.501199945,0.59531189,-0.913701546,0.006141257,abundance
LRP10,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',0,0,20,SRR6939943.arriba,tumor_exclusive,0.630938387,0.111824071,-0.185217852,0.562859791,0.790932581,0.036060096,-0.562721965,0.046951788,translation
LRWD1,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through/5'-5',0,0,8,SRR6939951.arriba,tumor_exclusive,0.580686329,0.18242159,-0.012252277,0.963394767,0.590192613,0.182082327,-0.10643353,0.684280151,translation
LSM2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,1.682688914,7.76194e-4,1.030196653,0.021227764,1.501823464,0.011715295,0.451320967,0.414939424,translation
LYPLA2,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',0,0,0,SRR6939935.arriba,tumor_exclusive,0.482683173,0.299850322,-0.166155702,0.657840408,0.489689862,0.326602899,-0.179794084,0.642671675,background
LYSMD3,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939960.arriba,tumor_exclusive,0.008120612,0.988885088,1.08515316,0.013958761,-0.567966159,0.344328936,1.082095941,0.012424719,buffering
M6PR,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,translocation,0,0,0,SRR6939927.arriba,tumor_exclusive,0.482328104,0.140515984,0.453782377,0.11635437,0.262815495,0.436122548,0.227673881,0.413797619,abundance
MAF,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939956.arriba,tumor_exclusive,-0.973888582,0.047299307,-1.489036458,0.002665881,0.397603193,0.32799765,-0.733851005,0.023578678,abundance
MAGED2,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,0.359850869,0.198188174,0.858470576,0.005537034,-0.050619735,0.894195809,0.631315865,0.02229418,abundance
MBD1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939927.arriba,tumor_exclusive,0.082847432,0.827643959,-0.027211075,0.928156883,0.061983877,0.863885144,0.015740217,0.956661516,background
MCUR1,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,1,0,31,SRR6939935.arriba,tumor_exclusive,1.195234807,0.035575625,0.839609741,0.030833724,0.057417824,0.868666948,0.04411229,0.862145687,abundance
METTL14,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,3,SRR6939951.arriba,tumor_exclusive,-0.681101326,0.043873585,0.332739841,0.29092018,-0.791959912,0.032759102,0.671152718,0.060785018,translation
METTL5,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',1,0,2,SRR6939956.arriba,tumor_exclusive,1.180910325,0.011378341,1.601721513,5.43347e-4,0.985653443,0.141245301,1.50181522,0.004893053,abundance
MGAT2,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,1,SRR6939943.arriba,tumor_exclusive,0.517566332,0.175229019,0.123347117,0.763246057,0.478736897,0.20630536,-0.113250043,0.791889349,translation
MLST8,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,deletion/read-through/3'-3',0,0,0,SRR6939935.arriba,tumor_exclusive,1.197179995,0.049611353,0.357514643,0.27400037,0.969392674,0.127271426,0.136955013,0.709209739,translation
MPC2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation/5'-5',0,0,0,SRR6939960.arriba,tumor_exclusive,0.858388496,0.09552449,1.132121337,0.015748152,-0.248876471,0.490029905,0.431318041,0.117492597,abundance
MPV17,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,translocation,0,0,0,SRR6939935.arriba,tumor_exclusive,1.308800188,0.002891886,0.540367234,0.139633223,1.20230171,0.014954236,0.124373304,0.813220852,translation
MRPL1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,2,SRR6939956.arriba,tumor_exclusive,-0.567738252,0.123532929,0.31885813,0.220596719,-0.77751483,0.054089867,0.47464713,0.074244052,translation
MRPL43,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through/5'-5',0,0,20,SRR6939927.arriba,tumor_exclusive,0.853154983,0.011426043,0.402877521,0.174007289,0.900364221,0.017314206,0.573564393,0.086378802,translation
MRPL46,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,8,SRR6939956.arriba,tumor_exclusive,-0.264257595,0.464418458,-0.064596663,0.857879551,-0.225467584,0.48258996,0.110069161,0.716498577,background
MRPL55,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,translocation,0,0,0,SRR6939951.arriba,tumor_exclusive,0.905277944,0.115652895,0.593593657,0.192643587,0.290681627,0.395290578,-0.1186676,0.685698532,abundance
MRPS15,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through/5'-5',0,0,4,SRR6939951.arriba,tumor_exclusive,0.510274239,0.205781361,0.25714906,0.502783662,0.361264731,0.318067137,-0.083022307,0.827057025,background
MRPS25,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',1,0,0,SRR6939960.arriba,tumor_exclusive,0.254855417,0.63818322,0.205512059,0.462171996,0.201462596,0.749792561,0.191756951,0.485701479,background
MTMR11,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,2.12849534,0.01985147,0.937083341,0.132641709,1.648450784,0.075727746,0.203520165,0.781687406,translation
MTRR,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939960.arriba,tumor_exclusive,0.207011326,0.588622746,0.591301236,0.022094432,-0.388439126,0.374918473,0.543826017,0.02653722,buffering
MXD4,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.61900925,0.199847191,-0.324716508,0.368913776,0.907621013,0.046958553,-0.663054416,0.041436277,translation
N4BP1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,0.353329612,0.474577094,-0.185846073,0.528772893,0.381814645,0.474400773,-0.201585534,0.487051638,background
NAA38,1,1,1,0,0,1,0,0,1,0,0,1,0,5'UTR,deletion/read-through,0,0,0,SRR6939935.arriba,tumor_exclusive,0.308134924,0.40171766800000003,0.007585196,0.98062137,0.301728215,0.30182719,-0.207680747,0.396651217,background
NAPG,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,1,SRR6939931.arriba,tumor_exclusive,0.326574684,0.433590133,0.691660754,0.015438697,-0.104480841,0.882853832,0.637877306,0.022106648,buffering
NCAPD3,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',1,0,0,SRR6939939.arriba,tumor_exclusive,0.08499071,0.860499016,-0.422091439,0.200952395,0.498867838,0.162426457,-0.475213371,0.071839268,background
NCAPH2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.699391954,0.104532021,0.553704643,0.119283081,0.401958477,0.371661421,0.248530883,0.501551164,abundance
NCBP2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/5'-5',0,0,9,SRR6939927.arriba,tumor_exclusive,1.002802993,0.024071601,1.008281294,0.003796193,0.586832792,0.274980735,0.825525111,0.01954881,abundance
NCF2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939927.arriba,tumor_exclusive,0.430617052,0.558998631,-0.038795288,0.92218122,0.451632072,0.565119451,-0.095141469,0.8087139,background
NCOA5,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939939.arriba,tumor_exclusive,0.446395237,0.228133725,-0.069933164,0.845312436,0.494917344,0.130039228,-0.363231277,0.211134494,translation
NDFIP2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939964.arriba,tumor_exclusive,-0.028480697,0.948863128,0.572056621,0.064583889,-0.563819144,0.086516395,0.590455223,0.026031069,background
NDUFB9,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939947.arriba,tumor_exclusive,1.026443854,0.015176623,1.281513194,0.004630315,0.082190387,0.817658566,0.21699513,0.443477491,abundance
NFIL3,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939931.arriba,tumor_exclusive,-1.658546842,9.54149e-4,-0.932278678,0.011493662,-0.871962899,0.019244555,0.390592327,0.17635418,translation
NFKB2,1,1,1,0,0,1,0,0,1,0,0,1,0,exon,deletion/read-through,0,0,5,SRR6939947.arriba,tumor_exclusive,0.887010766,0.104582125,0.242553231,0.383843226,0.632883003,0.241392962,0.067132803,0.8264847,translation
NPR2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939943.arriba,tumor_exclusive,0.165683212,0.842425773,0.38863862,0.536325247,-0.23939071,0.508847939,0.248684914,0.375182056,background
NRAS,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through,0,0,5,SRR6939956.arriba,tumor_exclusive,1.29111297,0.004242091,1.481444935,2.09999e-4,0.655547275,0.313727012,1.299438309,0.002523046,abundance
NUDT6,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,1,SRR6939935.arriba,tumor_exclusive,-0.803127109,0.158847287,-0.005449189,0.992392757,-0.799515624,0.090070259,0.638993996,0.142502737,translation
NUP35,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,2,SRR6939943.arriba,tumor_exclusive,-0.138144245,0.780908383,1.052931016,0.042438701,-0.396530257,0.455549135,1.108789078,0.035384842,buffering
OCIAD1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939951.arriba,tumor_exclusive,-0.219275329,0.475336831,0.154295542,0.624115546,-0.323121999,0.177619306,0.407394576,0.077472122,background
ORM2,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS/splice-site,deletion/read-through,0,0,48,SRR6939943.arriba,tumor_exclusive,-2.383514829,0.001787386,-1.806664551,0.004066333,-0.69205672,0.087141203,0.295709233,0.408809136,translation
ORMDL2,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,8,SRR6939951.arriba,tumor_exclusive,1.230963163,0.002779383,1.204335575,0.001522919,1.144633618,0.046792351,1.121115756,0.013851267,abundance
ORMDL3,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,translocation,0,0,134,SRR6939927.arriba,tumor_exclusive,-0.025857072,0.95553847,-0.368037768,0.247239631,0.260331835,0.459276729,-0.353005855,0.188807439,background
OSER1,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,translocation,0,0,0,SRR6939956.arriba,tumor_exclusive,0.219681569,0.595609513,0.489040717,0.071190436,-0.474865509,0.132009286,0.381339314,0.085048632,buffering
OSTC,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,0,SRR6939964.arriba,tumor_exclusive,0.121839077,0.740401144,1.206175056,0.00987304,-0.315121761,0.397474636,1.097085876,0.010638291,background
OTUD1,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,1,SRR6939927.arriba,tumor_exclusive,-0.771521487,0.109123505,-0.929465902,0.021102929,-0.251464527,0.669759998,-0.635767266,0.099292845,abundance
P3H4,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,0.953722961,0.113864036,0.244606005,0.551795184,0.777461089,0.179975562,-0.093690269,0.828616266,translation
PCGF1,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,translocation,0,0,1,SRR6939935.arriba,tumor_exclusive,0.517288644,0.245152606,0.522015224,0.061020167,0.310147256,0.560849351,0.466059481,0.097312641,abundance
PCIF1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939956.arriba,tumor_exclusive,0.370566042,0.510148081,-0.314727237,0.210333056,0.552344697,0.389907542,-0.338717554,0.167630794,buffering
PEX11B,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,0,0,8,SRR6939956.arriba,tumor_exclusive,0.924477568,0.040335254,0.679228813,0.072363531,0.653922689,0.173330258,0.337976203,0.438567232,abundance
PEX2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939956.arriba,tumor_exclusive,0.379327666,0.394021266,0.821305977,0.040614079,-0.133150725,0.793286774,0.603085679,0.08143086,background
PFDN4,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939927.arriba,tumor_exclusive,0.818761324,0.104414688,1.168926044,0.01771447,0.728806794,0.224659546,1.105241503,0.034121469,abundance
PGRMC2,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,1,SRR6939960.arriba,tumor_exclusive,0.020106683,0.953929114,0.143571584,0.654876589,-0.05739695,0.845670893,0.122061901,0.630577596,background
PIAS2,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939964.arriba,tumor_exclusive,-0.402158004,0.418068164,0.182024623,0.533919343,-0.557814139,0.25604873,0.275323583,0.307171197,background
PIGV,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,-1.06002943,0.049476337,-0.41075169499999997,0.157284449,-0.560351769,0.247597976,-0.087268102,0.775874001,translation
PIH1D1,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through/3'-3',0,0,3,SRR6939927.arriba,tumor_exclusive,0.770997852,0.05064618,0.0828433,0.810400661,0.687815742,0.021127961,-0.580394103,0.020273965,translation
PLPP6,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,translocation,0,0,2,SRR6939956.arriba,tumor_exclusive,-0.45463618,0.301442868,0.21433441,0.558225028,-0.555433236,0.207467663,0.379008417,0.272413406,translation
PMP22,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,1,SRR6939927.arriba,tumor_exclusive,-0.597517969,0.499046786,-1.021978285,0.066316131,0.403018448,0.654557084,-0.755585067,0.097312641,buffering
PNO1,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,0.761213534,0.030658186,0.922769586,0.005638793,0.243120274,0.513504922,0.5544815,0.059431803,abundance
POGK,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,9,SRR6939956.arriba,tumor_exclusive,1.285443884,0.027929476,0.899084547,0.00479823,0.093223499,0.897228175,0.642814337,0.02690961,abundance
POLG,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',0,0,2,SRR6939951.arriba,tumor_exclusive,-0.118577881,0.791977465,-0.324734258,0.29045991,0.185535673,0.60857694,-0.259521467,0.302784959,background
PPIB,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through,1,0,0,SRR6939956.arriba,tumor_exclusive,0.389956533,0.210880773,0.315221008,0.367659579,0.213826036,0.391837689,-0.188009396,0.462730055,background
PPIL3,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,1,SRR6939956.arriba,tumor_exclusive,-0.228288318,0.659078719,1.391370739,0.001395035,-0.231324478,0.765264143,1.39159022,0.003215181,buffering
PRKRA,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through/5'-5',0,0,0,SRR6939956.arriba,tumor_exclusive,0.164476803,0.608952041,-0.119522413,0.727272785,0.205720405,0.489250191,-0.230825947,0.444060887,background
PRMT1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939931.arriba,tumor_exclusive,0.334652627,0.394911167,0.437193227,0.200999815,-0.022952435,0.954218261,0.175382947,0.505127763,background
PRRG4,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,deletion/read-through,1,0,1,SRR6939951.arriba,tumor_exclusive,-1.841955527,0.001912178,-1.145140608,0.007714218,-1.293647549,0.05000616,-0.496538597,0.27370932,translation
PSMB10,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,6,SRR6939956.arriba,tumor_exclusive,-0.321710921,0.333583815,-0.877951243,0.018075677,-0.10716701,0.807692774,-0.753825423,0.036476978,buffering
PSMB3,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,36,SRR6939947.arriba,tumor_exclusive,0.433605961,0.156201461,0.538932003,0.075616395,0.068069988,0.822475027,0.100676114,0.693936314,abundance
PSMD2,1,1,1,0,0,1,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,0,SRR6939927.arriba,tumor_exclusive,0.597259835,0.095802962,0.822361059,0.019694069,-0.079529025,0.816410615,0.290371619,0.234444734,abundance
PSMD7,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through/3'-3',0,0,0,SRR6939947.arriba,tumor_exclusive,0.576221806,0.127598523,0.40532102800000003,0.210160172,0.250641462,0.440607532,-0.015372473,0.963411563,abundance
PSMG1,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through,1,0,0,SRR6939943.arriba,tumor_exclusive,0.274382969,0.513086765,0.240909568,0.41362405,0.051450079,0.906652619,0.115431915,0.66651211,background
RAMP2,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939931.arriba,tumor_exclusive,1.342137129,0.019258768,-0.284163919,0.390537873,1.224441981,0.047340682,-0.065598934,0.877935854,translation
RAP2B,1,1,1,0,1,0,0,0,1,0,0,1,0,3'UTR,deletion/read-through,0,0,1,SRR6939939.arriba,tumor_exclusive,1.08312691,0.109541022,-0.187185737,0.691444212,1.173239757,0.102708025,-0.448529604,0.339281381,translation
RARRES2,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through,0,0,1,SRR6939927.arriba,tumor_exclusive,-0.521240181,0.295354742,-0.802810265,0.074774165,0.163251153,0.680421078,-0.367785391,0.216131855,background
RCE1,1,1,1,0,0,1,0,0,1,0,0,1,0,CDS,translocation/3'-3',0,0,1,SRR6939956.arriba,tumor_exclusive,0.967166295,0.092912872,0.669870614,0.209696763,0.503174069,0.282250507,-0.096070783,0.845906071,abundance
RFX5,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/5'-5',0,0,0,SRR6939927.arriba,tumor_exclusive,1.357857492,0.023201748,0.968536755,0.002989553,1.220697759,0.121145379,0.942469292,0.00698935,translation
RHBDD3,1,1,1,0,1,0,0,0,1,0,0,1,0,exon,deletion/read-through/5'-5',0,0,4,SRR6939964.arriba,tumor_exclusive,1.213405824,0.104269919,0.463371157,0.283499773,1.20308453,0.156308673,0.453277565,0.335495829,translation
RILP,1,1,1,0,1,0,0,0,1,0,0,1,0,CDS,deletion/read-through/3'-3',0,0,5,SRR6939951.arriba,tumor_exclusive,-0.751519887,0.104767794,-1.114108752,0.02194455,8.44296e-4,0.998228467,-0.475995699,0.172959009,abundance
RING1,1,1,1,0,1,0,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,12,SRR6939935.arriba,tumor_exclusive,0.46111146,0.189962388,-0.09983895,0.756471173,0.455489672,0.211277551,-0.076376523,0.826586765,translation
RIT1,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,0,SRR6939964.arriba,tumor_exclusive,0.382879501,0.474222286,0.55003738,0.073773822,0.41993822,0.529047276,0.557225493,0.077847792,background
RNASEH2C,1,1,1,0,0,1,0,0,1,0,0,1,1,intergenic,deletion/read-through,0,0,13,SRR6939935.arriba,tumor_exclusive,-0.038716225,0.946643973,-0.03308848,0.93725581,-0.019303038,0.974626217,-0.016995261,0.969288173,background
RNASEK,1,1,1,0,1,0,0,0,1,0,0,1,0,5'UTR,deletion/read-through/5'-5',1,0,0,SRR6939964.arriba,tumor_exclusive,0.408956419,0.266333557,-0.666864394,0.361746003,0.36147823,0.349992949,-0.447555767,0.57229376,background
RND3,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939956.arriba,tumor_exclusive,-2.77918572,1.77002e-4,-2.16467236,0.001127118,-1.300037858,0.016936505,0.65839876,0.205291988,translation
RNF146,1,1,1,0,1,0,0,0,1,0,0,1,0,intron,translocation,0,0,0,SRR6939931.arriba,tumor_exclusive,-0.617881116,0.146363476,-0.200379699,0.571921812,-0.510969261,0.217841211,0.052864484,0.890613167,translation
RNPEPL1,1,1,1,0,0,1,0,0,1,0,0,1,0,intron,deletion/read-through,0,0,0,SRR6939947.arriba,tumor_exclusive,1.183973587,0.026040737,-0.365100399,0.253182309,1.435132832,0.019055934,-0.700395181,0.046900446,translation
